63400543000469;7898751690006;107;NWAB012403;2030-09-01;9.67140000
63400543000469;7898751690013;28;NWAB012404;2030-01-30;11.94370000
63400543000469;7898751690044;101;EPCA042504;2030-04-01;15.00490000
63400543000469;7898751690051;47;NWAB012402;2029-01-01;11.92490000
63400543000469;7898751690068;98;DNLA022401;2031-02-01;7.41780000
63400543000469;7898932370710;155;NWAB042503;2050-04-01;9.67140000
63400543000469;7898932370727;1;NWAB062506;2030-06-02;9.67140000
63400543000469;7898932370802;120;NWAB012501;2030-07-01;13.99060000
63400543000469;7898932370802;2;NWAB062322;2028-06-01;13.99060000
63400543000469;7898932370857;114;NWAB062321;2030-06-23;9.67140000
63400543000469;7898932370901;94;NWAB062321;2028-06-01;9.67140000
63400543000469;7898932370987;132;DLNA022401;2030-02-01;8.35680000
63400543000469;7898932370994;116;DLNA022402;2029-02-28;8.35680000
